UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
56125,1,0,2/7/11,1363,1,3,41,15,0,0,86.97
56724,1,0,4/1/09,2040,1,1,28,22,0,2,34.38
56942,1,0,7/16/08,2299,1,2,67,70,0,0,19.54
56972,1,0,3/27/12,949,1,2,45,32,0,0,66.07
57264,1,0,4/3/12,942,1,1,16,3,1,0,49.76
57286,1,0,3/15/13,596,1,2,54,7,1,0,41.27
57347,1,0,7/29/07,2652,1,4,58,0,5,0,93.56
57510,1,0,3/7/11,1335,1,3,46,19,0,8,20.78
57652,1,1,1/29/11,1372,1,1,27,20,0,25,54.37
57923,1,1,10/11/12,751,1,1,25,33,0,0,53.28
58041,1,0,4/3/07,2769,1,2,66,17,1,0,62.37
58161,1,0,11/2/11,1095,1,4,40,26,0,0,5.24
58364,1,0,10/20/11,1108,1,1,21,50,0,0,0
58467,1,1,6/30/11,1220,1,4,71,0,6,0,33.46
58583,1,0,4/23/07,2749,1,1,38,18,2,0,72.19
58829,1,0,3/21/09,2051,1,3,57,16,0,15,51.46
58909,1,0,1/28/11,1373,1,4,23,64,1,0,73.39
58961,1,1,6/10/09,1970,1,3,20,12,1,15,41.77
59030,1,1,4/12/11,1299,1,1,21,8,0,2,42.83
59506,1,0,3/26/12,950,1,1,18,3,1,0,61.96
59845,1,1,5/20/10,1626,1,3,44,11,1,0,128.43
59853,1,0,2/7/13,632,1,2,22,28,0,0,26.51
60180,1,0,5/23/02,4545,1,1,44,8,7,0,111.32
60266,1,0,1/8/11,1393,1,2,19,118,19,38,165.43
60449,1,0,3/5/13,606,1,4,34,12,0,0,35.98
61220,1,0,4/28/11,1283,1,4,48,0,5,0,33.96
61407,1,0,4/5/07,2767,1,3,40,80,0,50,233.92
61511,1,0,12/4/07,2524,1,3,51,64,3,35,93.96
61701,1,0,3/10/12,966,1,1,23,15,1,0,2.67
61964,1,0,1/28/13,642,1,1,26,13,2,0,104.65
62061,1,0,3/30/11,1312,1,1,23,6,0,0,0
62767,1,0,5/16/08,2360,1,4,49,24,2,5,97.46
62864,1,0,4/28/13,552,1,1,31,14,0,0,90.58
62913,1,0,9/1/10,1522,1,4,46,35,15,10,132.86
63575,1,0,5/23/11,1258,1,4,57,0,31,0,152.99
63754,1,0,5/20/12,895,1,1,15,8,0,0,10.03
63916,1,0,5/31/09,1980,1,1,38,11,16,40,324.31
63952,1,0,5/19/08,2357,1,1,36,46,0,5,217.26
64248,1,0,3/27/09,2045,1,1,50,72,5,55,189.76
64382,1,1,2/28/13,611,1,1,20,5,0,10,50.96
64558,1,0,7/19/08,2296,1,3,54,36,0,30,123.06
65487,1,0,4/4/08,2402,1,1,47,57,15,52,121.59
65744,1,0,3/3/11,1339,1,1,21,79,2,0,103.2
65860,1,0,4/9/12,936,1,1,21,39,1,12,198.33
66201,1,0,12/8/10,1424,1,1,35,18,0,0,69.99
66336,1,0,5/21/11,1260,1,2,37,25,0,0,36.56
66626,1,0,2/20/12,985,1,2,40,53,1,5,63.47
67149,1,0,5/16/12,899,1,4,47,8,7,5,28.82
67260,1,0,8/31/08,2253,1,4,32,98,0,30,150.65
67294,1,0,5/17/09,1994,1,4,25,38,12,10,60.34
67663,1,0,8/15/07,2635,1,1,63,9,0,0,84.9
67698,1,0,10/23/08,2200,1,2,63,44,0,8,90.63
67738,1,0,3/21/11,1321,1,3,49,19,0,5,2.86
68197,1,0,4/13/12,932,1,1,22,70,0,2,351.39
68727,1,1,5/14/12,901,1,1,29,5,0,0,2.39
69063,1,1,5/18/11,1263,1,1,21,10,0,15,2.39
69315,1,0,2/8/09,2092,1,3,18,225,1,0,20.75
69856,1,0,6/14/07,2697,1,1,22,21,0,8,128.76
69881,1,1,4/28/09,2013,1,2,31,9,0,0,6.99
69945,1,0,5/21/11,1260,1,1,22,42,0,16,92.9
70874,1,0,10/20/09,1838,1,1,24,73,3,20,441.4
71034,1,0,7/14/08,2301,1,4,42,104,28,33,245.38
71115,1,0,2/2/11,1368,1,1,46,51,1,12,58.88
71274,1,0,4/18/07,2754,1,3,53,14,2,30,48.98
71475,1,0,3/3/13,608,1,2,50,8,0,0,2.39
71888,1,0,7/3/07,2678,1,3,23,9,0,0,0
72210,1,0,5/3/10,1643,1,1,37,40,0,18,85.56
72683,1,0,2/4/13,635,1,1,39,6,0,0,1.54
72727,1,0,3/2/11,1340,1,2,22,118,1,0,134.55
72806,1,0,11/4/10,1458,1,1,27,17,2,11,63.9
73013,1,0,4/5/11,1306,1,2,33,74,5,82,174.85
73092,1,0,3/14/13,597,1,2,24,24,0,25,152.89
73191,1,1,3/9/13,602,1,1,18,12,0,0,0.44
73652,1,0,3/6/12,970,1,1,21,9,1,0,8.99
74359,1,0,4/23/08,2383,1,3,22,25,0,15,108.1
74761,1,0,3/30/07,2773,1,3,39,20,0,8,39.97
75356,1,0,2/17/11,1353,1,3,35,31,0,10,220.93
76095,1,0,3/10/10,1697,1,1,17,175,10,115,26.34
76215,1,0,3/19/12,957,1,1,46,61,2,0,74.13
76919,1,0,4/23/08,2383,1,1,58,17,10,38,141.35
77123,1,1,1/14/08,2483,1,3,34,42,0,0,126.43
77316,1,0,3/17/07,2786,1,4,45,58,7,5,399.33
77911,1,0,2/28/10,1707,1,2,28,4,1,8,0
78265,1,0,3/29/13,582,1,3,25,8,1,0,92.37
78310,1,0,9/27/07,2592,1,2,20,67,0,0,62.19
78323,1,0,5/31/08,2345,1,4,30,0,28,0,33.99
78335,1,0,1/12/02,4676,1,3,29,97,7,20,173.32
78934,1,1,10/13/11,1115,1,4,29,119,48,18,10.18
79042,1,0,5/17/08,2359,1,2,31,3,0,0,57.48
79356,1,0,10/31/11,1097,1,2,27,5,0,0,46.27
79397,1,0,2/14/12,991,1,1,59,10,2,0,17.1
79473,1,0,4/8/07,2764,1,3,33,35,1,0,0
79639,1,0,11/7/12,724,1,1,25,69,0,10,84.53
80446,1,0,2/15/12,990,1,1,16,17,2,0,10.09
80746,1,0,3/29/11,1313,1,1,30,86,0,19,113.42
80760,1,0,6/2/11,1248,1,4,33,73,3,30,135.75
81640,1,0,12/5/11,1062,1,4,54,4,35,0,39.94
81693,1,0,3/22/07,2781,1,1,24,30,15,30,109.61
81863,1,0,12/8/11,1059,1,2,53,26,0,0,101.58
82142,1,0,4/28/07,2744,1,3,55,46,0,1,184.95
82800,1,0,2/11/12,994,1,1,41,16,0,0,52.49
82818,1,0,11/6/12,725,1,2,19,30,0,55,20.46
83247,1,0,12/9/12,692,1,1,23,13,5,45,97.09
83253,1,0,2/27/11,1343,1,1,49,15,0,0,19.19
83257,1,0,3/26/09,2046,1,1,31,164,3,55,224.37
83854,1,0,7/24/12,830,1,2,57,38,2,20,161.49
84608,1,0,1/31/10,1735,1,3,51,52,0,8,172.7
85293,1,1,8/27/07,2623,1,1,24,6,0,0,27.18
85609,1,1,4/5/13,575,1,3,25,15,0,0,49.28
85665,1,1,3/26/09,2046,1,3,31,15,0,0,115.99
85771,1,0,4/29/09,2012,1,4,22,2,7,0,34.36
86360,1,0,4/9/13,571,1,2,23,4,1,0,178.37
86362,1,0,12/24/11,1043,1,4,23,6,1,0,41.23
86523,1,0,4/22/09,2019,1,4,17,58,6,32,205.02
87248,1,0,5/22/11,1259,1,2,41,4,0,8,26.21
87599,1,0,3/15/09,2057,1,2,56,53,0,8,141.27
87666,1,0,3/20/07,2783,1,4,46,5,0,0,84.64
87976,1,1,3/6/10,1701,1,1,31,26,8,5,47.99
88143,1,0,2/11/09,2089,1,4,38,7,2,0,225.96
88988,1,0,7/1/07,2680,1,4,43,0,2,0,17.98
89249,1,0,3/20/06,3148,1,4,34,48,9,12,213.65
89313,1,0,4/9/11,1302,1,1,43,8,0,0,44.78
89639,1,0,1/25/08,2472,1,2,58,127,2,47,1383.81
89731,1,0,1/2/10,1764,1,3,35,19,1,0,164.97
89929,1,0,5/24/08,2352,1,2,61,22,0,0,160.13
90371,1,0,4/11/13,569,1,1,20,10,0,0,31.58
90460,1,1,1/11/12,1025,1,1,26,14,1,0,34.99
90736,1,0,2/12/11,1358,1,4,25,2,70,20,220.1
91113,1,1,7/8/00,5229,1,2,26,6,1,0,13.28
91342,1,0,3/23/11,1319,1,1,20,5,0,5,4.79
91381,1,0,7/28/08,2287,1,2,24,39,0,20,91.03
91704,1,0,5/6/11,1275,1,1,20,52,2,38,130.44
91734,1,0,11/27/12,704,1,1,41,32,0,0,9.42
91970,1,0,3/16/12,960,1,1,41,57,0,40,53.25
92176,1,0,4/28/08,2378,1,4,45,21,0,0,15.99
92450,1,0,3/17/12,959,1,1,16,11,1,0,33.57
92966,1,0,2/29/12,976,1,1,39,24,0,2,33.99
92985,1,0,3/9/07,2794,1,2,29,13,0,0,60.77
93330,1,0,2/24/08,2442,1,1,27,97,0,0,9.02
94334,1,0,4/16/07,2756,1,2,60,32,0,0,201.57
94887,1,1,4/22/09,2019,1,4,25,3,16,10,66.97
94931,1,0,4/19/11,1292,1,3,33,7,0,0,42.85
95117,1,1,2/21/10,1714,1,2,64,36,0,0,2.99
95247,1,0,3/11/12,965,1,4,24,0,19,35,87.13
95322,1,0,4/13/01,4950,1,1,49,25,2,4,5.58
95393,1,0,3/28/07,2775,1,4,66,26,0,15,102.74
95568,1,1,12/24/10,1408,1,4,29,15,47,35,95.52
95696,1,0,3/27/07,2776,1,4,61,23,1,0,204.19
95873,1,1,1/23/11,1378,1,1,42,23,0,0,78.37
95932,1,0,7/1/12,853,1,1,45,42,3,18,10.86
96291,1,0,4/19/04,3848,1,4,27,5,9,20,115.21
96490,1,0,2/22/07,2809,1,1,68,52,3,3,0.47
96677,1,1,4/5/08,2401,1,1,25,30,0,20,57.77
97012,1,1,4/14/13,566,1,2,49,3,0,0,2.39
97145,1,0,6/5/07,2706,1,2,40,5,0,0,65.98
97619,1,0,4/10/06,3127,1,2,29,6,0,0,26.38
97640,1,1,1/31/10,1735,1,3,53,56,0,15,3.99
98295,1,0,,41944,1,4,28,65,0,25,118.38
98711,1,0,5/2/08,2374,1,4,23,13,5,0,156.85
99058,1,0,3/18/11,1324,1,3,46,22,1,15,76.18
99618,1,0,1/7/10,1759,1,1,29,14,0,8,0
99780,1,0,7/20/07,2661,1,3,34,45,0,0,50.49
99869,1,0,6/6/12,878,1,1,26,12,0,0,40.39
99875,1,0,10/31/09,1827,1,1,29,5,7,25,0
99900,1,0,2/8/09,2092,1,3,45,21,0,0,0
100087,1,0,11/4/10,1458,1,4,54,36,0,0,137.39
101032,1,0,4/25/09,2016,1,4,22,102,7,35,347.83
101185,1,0,7/3/10,1582,1,4,42,39,22,2,166.27
101287,1,0,6/5/11,1245,1,1,53,53,0,7,52.41
101414,1,1,3/23/12,953,1,1,27,11,0,0,6.38
101546,1,1,3/22/12,954,1,2,28,40,0,2,53.99
101736,1,0,2/27/12,978,1,1,23,22,1,0,63.18
101889,1,0,7/21/02,4486,1,1,43,96,1,272,2.64
102187,1,0,5/30/10,1616,1,1,48,34,0,40,14.83
102500,1,0,12/17/05,3241,1,1,31,20,0,10,17.87
102778,1,0,3/25/07,2778,1,1,46,44,0,60,111.98
102818,1,0,12/17/12,684,1,1,23,43,9,72,29.37
103009,1,0,1/18/12,1018,1,4,40,19,36,9,232.29
103801,1,0,1/28/11,1373,1,4,27,18,1,0,10.17
104962,1,1,2/25/13,614,1,1,17,14,0,0,44.38
105511,1,0,10/14/10,1479,1,2,35,22,0,0,96.38
106231,1,0,4/21/11,1290,1,4,19,0,9,0,85.54
106251,1,0,3/22/13,589,1,4,41,0,11,0,56.08
106710,1,0,4/22/09,2019,1,1,34,35,0,20,2.29
106871,1,0,6/27/11,1223,1,4,28,5,10,0,99.25
107159,1,0,6/3/10,1612,1,1,24,72,22,58,114.38
36,2,1,5/27/11,1254,1,1,35,44,0,0,88.81
200,2,0,10/15/12,747,1,1,19,5,0,0,0
226,2,0,5/25/08,2351,1,1,48,49,0,38,12.78
374,2,0,2/20/12,985,1,1,16,32,0,0,4.79
415,2,0,2/16/13,623,1,1,28,20,0,0,22.77
425,2,0,3/30/06,3138,1,1,23,16,0,0,43.99
701,2,0,4/13/11,1298,1,1,23,237,2,8,75.57
732,2,0,3/15/02,4614,1,1,52,14,3,5,69.98
902,2,0,4/14/06,3123,1,2,43,36,0,0,184.86
1298,2,0,7/24/10,1561,1,2,27,6,1,8,21.72
1530,2,0,3/16/03,4248,1,1,34,17,0,0,0
1669,2,0,2/13/05,3548,1,2,40,57,0,0,7.43
2141,2,0,10/26/12,736,1,1,22,1,0,0,2.39
2150,2,0,9/5/03,4075,1,1,46,10,1,15,17.12
2453,2,0,10/4/11,1124,1,1,25,72,0,10,81.11
2507,2,0,9/13/02,4432,1,2,27,24,0,0,0.99
2643,2,0,4/17/12,928,1,2,39,27,2,0,43.48
2807,2,0,4/3/13,577,1,1,27,7,0,0,2.39
2833,2,0,3/16/07,2787,1,2,27,62,2,42,89
2948,2,0,3/26/08,2411,1,1,25,67,1,52,156.44
3067,2,0,7/27/06,3019,1,2,39,56,3,0,213.76
3308,2,0,1/24/12,1012,1,1,20,11,1,0,15.43
3322,2,0,4/7/11,1304,1,1,16,31,0,15,76.97
3329,2,0,8/31/03,4080,1,2,25,237,1,13,144.31
3503,2,0,8/18/06,2997,1,4,49,211,3,0,1190.89
3758,2,0,3/26/03,4238,1,2,26,105,14,73,23.84
3944,2,0,6/22/11,1228,1,4,31,0,7,0,13.48
3949,2,0,1/27/12,1009,1,2,20,28,1,0,35
3951,2,0,1/18/11,1383,1,1,21,59,2,2,55.14
3979,2,0,9/26/10,1497,1,1,21,41,0,0,28.78
3998,2,0,5/17/04,3820,1,1,39,41,2,52,177.37
4048,2,0,10/20/07,2569,1,1,29,16,0,28,69.97
4524,2,0,1/18/11,1383,1,4,41,53,0,20,361.45
4552,2,0,3/9/13,602,1,1,17,14,0,0,0
4601,2,1,4/16/09,2025,1,2,22,31,2,22,153.2
4700,2,0,12/10/12,691,1,1,22,39,0,0,27.82
4796,2,0,9/25/06,2959,1,4,25,157,0,8,275.85
4917,2,0,3/12/10,1695,1,1,26,4,1,0,15.77
5219,2,0,1/27/12,1009,1,1,27,54,2,0,66.98
5256,2,0,12/11/02,4343,1,4,52,112,0,15,417.24
5276,2,0,1/16/12,1020,1,2,22,58,2,0,84.66
5283,2,0,4/7/12,938,1,1,37,36,0,0,67.75
5334,2,0,4/29/12,916,1,1,17,43,2,8,135.08
5875,2,0,2/8/02,4649,1,1,33,15,2,15,19.58
5876,2,0,3/19/11,1323,1,4,22,0,5,0,56.98
5972,2,1,5/8/12,907,1,3,33,6,0,10,33.11
6109,2,0,1/30/02,4658,1,1,27,57,1,12,40.02
6172,2,0,,41944,1,1,63,31,0,0,121.88
6192,2,0,6/21/09,1959,1,3,19,73,6,0,415.4
6501,2,0,3/28/13,583,1,2,19,32,0,0,59.99
6549,2,0,6/15/09,1965,1,1,20,23,1,0,115.83
6574,2,0,4/21/08,2385,1,4,44,22,0,0,39.99
6732,2,0,6/15/03,4157,1,2,27,49,0,52,77.97
6817,2,0,11/20/12,711,1,2,29,40,1,0,52.94
6837,2,0,3/7/04,3891,1,4,23,3,4,2,24.4
7080,2,1,4/6/10,1670,1,4,32,15,0,0,68.42
7104,2,0,4/5/04,3862,1,1,54,17,0,0,61.96
7180,2,0,9/7/11,1151,1,3,21,74,0,8,81.92
7195,2,1,11/18/11,1079,1,2,32,125,0,1,44.91
7325,2,0,2/4/13,635,1,1,21,13,1,0,6.98
7397,2,0,3/8/12,968,1,1,32,42,0,0,56.94
7425,2,0,3/3/07,2800,1,2,23,22,9,60,43.9
7916,2,0,8/3/04,3742,1,1,39,44,0,2,28.47
7981,2,0,1/10/02,4678,1,1,48,17,1,15,118.97
8036,2,0,7/25/07,2656,1,4,54,4,0,0,24.79
8104,2,0,5/16/11,1265,1,4,41,60,1,15,425.76
8171,2,0,2/10/07,2821,1,2,26,51,3,8,173.67
8208,2,0,12/31/12,670,1,1,50,30,10,8,150.96
8306,2,0,6/19/02,4518,1,1,33,76,0,8,50.72
8327,2,0,12/10/04,3613,1,2,23,37,0,0,478.96
8422,2,0,3/21/12,955,1,1,75,33,0,0,247.71
8647,2,0,8/18/02,4458,1,4,57,41,0,0,178.85
8729,2,0,4/2/11,1309,1,2,23,78,0,5,148.53
8992,2,0,5/16/02,4552,1,3,53,109,0,60,446.53
9231,2,0,4/5/06,3132,1,1,24,9,11,45,136.46
9241,2,0,2/17/02,4640,1,3,42,209,0,25,91.97
9370,2,0,6/21/08,2324,1,1,27,21,0,8,44.99
9412,2,1,6/3/10,1612,1,4,37,0,21,0,34.99
9682,2,0,4/1/07,2771,1,3,27,118,20,65,138.33
9755,2,0,11/3/11,1094,1,1,20,46,0,0,69.73
10035,2,0,6/15/02,4522,1,4,53,0,11,0,301.85
10045,2,0,2/12/06,3184,1,1,33,20,0,5,54.36
10160,2,0,3/2/12,974,1,1,21,39,0,0,81.72
10240,2,0,5/8/02,4560,1,1,41,71,0,2,197.8
10361,2,1,3/13/08,2424,1,4,54,64,0,0,0.55
10557,2,0,3/31/06,3137,1,4,21,22,0,0,66.01
10613,2,0,5/18/03,4185,1,4,26,109,96,198,419.1
10802,2,1,3/24/12,952,1,1,16,8,0,0,0.44
10935,2,0,1/23/02,4665,1,2,45,61,0,72,203.08
11031,2,0,2/6/02,4651,1,1,26,8,0,5,12.38
11296,2,0,1/22/10,1744,1,1,20,31,1,12,89.28
11329,2,0,4/24/08,2382,1,3,50,7,0,0,54.37
11452,2,1,7/31/09,1919,1,3,32,88,2,15,0.91
11556,2,0,4/19/08,2387,1,4,22,5,0,0,39.99
11760,2,0,3/18/12,958,1,1,41,12,1,8,4.21
11881,2,0,6/27/04,3779,1,1,29,122,4,5,136.57
11915,2,1,7/10/10,1575,1,2,27,47,4,40,62.02
11982,2,0,3/5/08,2432,1,3,23,102,13,90,214.44
12054,2,0,4/2/12,943,1,1,50,49,0,52,132.94
12063,2,0,4/22/12,923,1,4,42,25,1,0,218.98
12098,2,1,4/6/08,2400,1,1,42,2,0,0,0.44
12312,2,0,2/7/02,4650,1,1,27,3,7,30,233.36
12350,2,0,2/18/12,987,1,1,32,90,0,1,7.98
12496,2,0,10/9/09,1849,1,4,39,7,54,32,86.87
12894,2,0,4/3/02,4595,1,4,28,105,7,15,308.18
12914,2,0,12/20/01,4699,1,2,30,11,1,0,5.59
13044,2,0,4/21/07,2751,1,1,52,41,0,0,76.58
13195,2,0,5/14/09,1997,1,1,28,6,0,0,7.76
13243,2,0,3/23/11,1319,1,1,53,3,3,0,2.69
13490,2,0,4/5/08,2401,1,4,23,88,11,5,218.08
13663,2,0,12/3/12,698,1,1,47,46,0,42,59.99
13837,2,0,2/13/10,1722,1,4,22,49,0,8,245.97
14139,2,0,12/26/01,4693,1,1,26,13,12,5,39.39
14367,2,1,1/20/09,2111,1,2,25,123,1,40,31.53
14556,2,0,5/21/12,894,1,1,22,4,1,0,5.88
14567,2,0,2/4/05,3557,1,1,22,153,26,83,60.43
14606,2,0,8/2/02,4474,1,2,29,17,0,0,154.07
14662,2,0,3/2/03,4262,1,4,39,9,0,8,43.16
15066,2,0,7/3/10,1582,1,4,23,32,6,0,157.68
15320,2,0,8/18/12,805,1,1,18,57,2,10,60.65
15442,2,1,7/23/11,1197,1,1,50,41,3,0,29.31
15482,2,0,3/14/07,2789,1,4,37,335,4,0,593.99
15567,2,0,1/12/12,1024,1,1,29,48,14,40,191.46
15575,2,0,3/20/11,1322,1,3,49,52,1,140,179.9
15597,2,0,2/6/12,999,1,1,37,70,0,8,87.41
15674,2,1,5/21/12,894,1,1,33,53,4,18,66.22
15729,2,1,5/20/12,895,1,3,32,16,0,0,52.88
15864,2,1,4/24/05,3478,1,2,47,6,0,5,67.98
16041,2,0,2/5/03,4287,1,3,49,43,0,30,22.37
16382,2,0,3/27/13,584,1,1,26,23,0,25,97.19
16766,2,0,2/18/12,987,1,4,24,72,1,0,426.91
16911,2,0,2/24/13,615,1,1,23,14,1,5,11.78
17018,2,1,1/27/13,643,1,1,24,11,0,2,14.98
17250,2,0,4/10/11,1301,1,1,25,9,1,0,30.61
17371,2,0,3/3/12,973,1,1,30,44,0,0,27.86
17663,2,1,9/5/04,3709,1,4,27,12,0,0,79.47
17689,2,0,3/17/02,4612,1,2,67,53,1,85,224.11
17753,2,0,5/3/02,4565,1,2,44,114,0,52,184.58
17789,2,0,3/30/07,2773,1,1,43,21,1,0,45.74
17794,2,0,6/22/02,4515,1,4,39,37,2,22,3.93
17928,2,0,4/5/11,1306,1,2,23,15,3,5,21.37
17948,2,0,5/25/11,1256,1,1,29,29,6,42,136.33
18379,2,0,2/19/12,986,1,1,19,34,1,10,73.12
18519,2,0,3/14/11,1328,1,1,16,79,2,0,146.41
18569,2,0,3/29/05,3504,1,2,35,12,0,20,75.97
18629,2,0,5/13/03,4190,1,2,32,30,2,22,5.34
18759,2,0,1/7/02,4681,1,2,26,9,1,0,77.66
18861,2,0,4/14/04,3853,1,1,45,88,0,10,6.93
18878,2,0,2/28/11,1342,1,1,25,8,1,0,11.78
19070,2,0,1/21/02,4667,1,2,29,7,6,40,65.15
19196,2,0,3/11/09,2061,1,3,24,77,25,216,221.29
19257,2,0,4/19/10,1657,1,1,45,21,0,0,46.98
19258,2,0,4/29/11,1282,1,2,20,19,4,0,97.96
19464,2,0,5/11/03,4192,1,4,31,31,5,0,88.05
19597,2,0,3/27/13,584,1,4,20,0,1,0,0
19706,2,0,3/29/10,1678,1,2,30,63,3,0,21.88
19773,2,0,4/5/08,2401,1,1,21,11,1,10,19.44
20120,2,0,3/29/11,1313,1,1,31,114,7,43,76.69
20248,2,0,3/27/06,3141,1,4,40,5,8,0,17.61
20491,2,0,12/10/09,1787,1,1,17,61,0,0,33.36
20535,2,0,3/14/07,2789,1,1,34,31,3,2,19.1
20546,2,0,6/6/08,2339,1,1,24,13,2,8,31.28
20602,2,0,3/14/13,597,1,2,21,13,0,0,44.53
20616,2,0,3/24/02,4605,1,1,54,0,20,10,165.95
20848,2,0,1/21/11,1380,1,1,19,28,0,0,2.69
21012,2,0,4/20/07,2752,1,1,30,10,1,5,63.26
21040,2,0,2/16/07,2815,1,4,24,16,18,10,59.78
21062,2,1,8/17/12,806,1,1,50,16,1,0,61.66
21241,2,0,12/27/07,2501,1,2,25,13,0,8,101.98
21711,2,0,3/23/06,3145,1,4,28,167,8,8,311.73
21836,2,0,6/6/07,2705,1,3,37,41,0,15,103.07
22138,2,0,4/1/07,2771,1,1,21,4,0,5,15.97
22469,2,0,3/6/02,4623,1,2,30,208,0,211,320.82
22518,2,0,1/11/08,2486,1,2,24,24,0,42,120.1
22773,2,0,4/11/02,4587,1,1,32,28,2,42,116.56
22791,2,0,2/21/09,2079,1,1,54,16,3,0,178.33
22828,2,0,11/17/11,1080,1,2,26,81,1,0,180.25
23845,2,0,2/11/13,628,1,1,18,45,0,0,5.99
23848,2,0,2/12/09,2088,1,3,24,5,1,0,14.2
23879,2,0,1/20/12,1016,1,2,27,80,43,350,96.61
23915,2,1,6/14/11,1236,1,1,31,5,0,0,0
23957,2,0,2/1/04,3926,1,2,21,192,34,168,347.36
24168,2,0,3/16/12,960,1,1,27,7,0,0,0
24244,2,0,1/8/07,2854,1,4,64,21,0,0,102.37
24248,2,0,1/16/06,3211,1,2,26,21,2,0,107.37
24705,2,1,3/13/13,598,1,1,29,11,0,0,2.39
24907,2,0,5/18/08,2358,1,1,28,20,0,2,4.79
25050,2,0,5/19/10,1627,1,4,57,0,21,0,287.12
25098,2,0,1/28/05,3564,1,1,27,2,3,0,6.14
25160,2,1,3/23/02,4606,1,2,57,28,0,0,82.98
25180,2,0,4/10/06,3127,1,1,21,80,28,145,217.76
25207,2,0,1/10/02,4678,1,1,48,60,4,58,366.14
25222,2,0,3/31/10,1676,1,1,23,106,7,82,281.78
25276,2,0,11/21/06,2902,1,1,40,26,0,3,99.63
25568,2,0,5/18/06,3089,1,1,21,26,0,0,24.38
25732,2,0,3/26/12,950,1,1,34,14,0,2,31.58
25742,2,0,7/20/09,1930,1,2,28,12,0,0,0
25780,2,0,9/6/11,1152,1,3,20,213,1,38,49.62
26001,2,0,2/4/13,635,1,1,44,27,0,0,0.55
26211,2,1,7/22/04,3754,1,1,42,95,0,58,9.29
26240,2,0,1/22/10,1744,1,3,21,154,12,48,181.19
26294,2,1,4/28/11,1283,1,1,24,15,3,8,13.87
26537,2,1,4/21/13,559,1,3,72,16,0,0,49.28
26661,2,0,9/24/04,3690,1,1,44,46,10,28,227.98
26830,2,1,2/5/08,2461,1,1,28,13,0,0,3.54
26852,2,0,4/10/02,4588,1,4,57,18,1,0,100.67
26889,2,0,6/4/12,880,1,1,36,15,0,0,24.78
26982,2,0,1/10/11,1391,1,2,21,34,3,0,83.03
27071,2,0,3/21/02,4608,1,4,35,71,0,0,302.95
27376,2,0,10/17/12,745,1,1,20,27,1,0,49.1
27381,2,0,5/31/10,1615,1,1,27,134,0,142,110.76
27611,2,0,6/28/06,3048,1,4,28,163,13,0,647.16
27788,2,0,3/16/02,4613,1,2,31,35,0,10,97.76
27827,2,0,4/20/02,4578,1,1,33,12,0,0,25.54
27885,2,1,1/28/02,4660,1,1,31,11,0,0,0.99
28410,2,1,4/29/11,1282,1,2,19,79,1,0,81.01
28417,2,0,4/9/11,1302,1,2,24,14,0,0,46.45
28464,2,0,1/7/02,4681,1,1,55,107,9,215,210.09
28479,2,0,12/28/01,4691,1,1,28,0,3,20,0
28487,2,0,1/29/04,3929,1,1,34,42,1,2,123.77
28877,2,0,5/3/05,3469,1,4,33,9,1,5,1791.69
28890,2,0,2/11/12,994,1,2,21,7,0,0,94.97
28915,2,0,4/20/03,4213,1,4,41,6,0,0,19.72
29147,2,0,4/8/06,3129,1,1,49,61,0,53,310.96
29270,2,0,3/21/13,590,1,2,19,12,0,0,42.38
29294,2,0,4/15/11,1296,1,1,20,14,0,0,2.39
29385,2,0,2/13/02,4644,1,2,41,284,0,0,0.47
29658,2,0,5/29/05,3443,1,1,28,128,4,78,162.85
29807,2,0,5/14/12,901,1,1,41,0,15,10,116.87
29861,2,0,3/24/02,4605,1,1,35,77,0,12,30.46
29869,2,0,1/16/02,4672,1,4,34,66,11,40,77.96
29891,2,0,3/6/13,605,1,2,20,2,3,0,80.97
29967,2,1,1/19/13,651,1,3,28,30,1,0,287.59
29971,2,0,4/2/10,1674,1,4,35,12,4,0,48.98
30143,2,1,3/3/13,608,1,1,15,9,0,8,3.99
30181,2,1,3/14/11,1328,1,1,23,21,1,15,4.45
30190,2,0,5/30/12,885,1,2,41,4,0,0,0.44
30439,2,0,2/23/11,1347,1,1,21,6,0,0,23.99
30487,2,0,3/22/05,3511,1,1,22,157,0,210,182.33
30497,2,0,12/18/07,2510,1,1,29,58,7,36,11.93
30676,2,1,3/7/11,1335,1,1,22,59,3,28,169.3
31138,2,1,9/24/10,1499,1,1,26,4,0,0,66.77
31206,2,1,4/6/13,574,1,1,23,2,0,0,42.58
31255,2,0,1/10/12,1026,1,3,42,161,1,22,486.41
31373,2,0,4/3/03,4230,1,4,25,19,8,0,169.45
31499,2,1,3/1/12,975,1,1,17,13,0,0,6.42
32290,2,0,3/30/03,4234,1,1,29,176,4,225,20.36
32421,2,0,9/7/12,785,1,1,21,58,0,14,45.72
32952,2,0,7/6/03,4136,1,4,43,378,0,0,475.34
33049,2,0,4/13/11,1298,1,4,25,0,29,0,175.38
33227,2,0,5/4/06,3103,1,2,52,26,0,22,116.95
33336,2,0,9/15/10,1508,1,2,24,178,2,15,291.41
33781,2,0,6/18/03,4154,1,4,41,0,1,0,44.99
